"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-03","LA",370,,60,,,,1707,0,,,43348,1412,,,,,535,10297,10297,1147,0,,,,,,,,0,53645,2559,,,,,,0,,0
"2020-04-03","MA",265,,36,,966,966,,153,,,52560,4918,,,,,,10402,10402,1436,0,,,,,14972,,,0,82141,6567,,,,,,0,82141,6567
"2020-04-03","MD",84,79,20,5,664,664,,82,,,20932,2042,,,,,,2758,2758,427,0,,,,,3364,159,,0,23775,3036,,,,,,0,23775,3036
"2020-04-03","ME",9,,2,,75,75,,7,,,,0,,,,,,432,432,56,0,,,,,519,113,,0,10826,720,,,,,,0,10826,720
"2020-04-03","MI",918,985,117,39,,,,0,,,,0,,,37060,,,22579,22102,1203,0,,,,,18036,56,,0,55096,6001,,,,,,0,55096,6001
"2020-04-03","MN",22,,4,,156,156,86,18,40,40,25063,1283,,,,,,1119,1119,63,0,,,,,,,26182,1346,26182,1346,,,,,,0,,0
"2020-04-03","MO",19,,0,,,,,0,,,19357,1508,,,23715,,,2113,2113,279,0,,,,,2978,,,0,26710,2295,,,,,,0,26710,2295
"2020-04-03","MP",1,,0,,,,,0,,,13,0,,,,,,8,8,0,0,,,,,,,,0,21,0,,,,,,0,,0
"2020-04-03","MS",29,,3,,420,420,,60,,,4753,0,,,,,,1358,,181,0,,,,,,,,0,6111,181,,,,,,0,,0
"2020-04-03","MT",5,,0,,24,24,,4,,,,0,,,,,,243,,16,0,,,,,,,,0,5718,530,,,,,,0,5718,530
"2020-04-03","NC",19,,3,,,,184,0,,,,0,,,,,,2093,,236,0,,,,,,,,0,33989,2883,,,,,,0,33989,2883
"2020-04-03","ND",3,,0,,29,29,,1,,,5625,804,,,,,,173,173,14,0,,,,,,55,5824,535,5824,535,,,,,5598,508,5857,536
"2020-04-03","NE",6,,1,,,,,0,,,4487,509,,,4560,,,279,,33,0,,,,,276,,,0,4899,762,,,,,4777,542,4899,762
"2020-04-03","NH",7,,2,,80,80,,7,,,6965,390,,,,,,540,,61,0,,,,,,144,,0,8282,536,,,,,,0,8282,536
"2020-04-03","NJ",816,646,136,170,,,3016,0,,,37608,4088,,,,,,29895,29895,4305,0,,,,,,,,0,67503,8393,,,,,67503,8393,,0
"2020-04-03","NM",10,,3,,,,41,0,,,15137,762,,,,,18,403,,40,0,,,,,,26,,0,14778,767,,,,,,0,14778,767
"2020-04-03","NV",59,,8,,,,,0,,,13018,430,,,,,,1514,1514,56,0,,,,,,,18899,1276,18899,1276,,,,,,0,17441,737
"2020-04-03","NY",2935,,562,,,,14810,0,,3731,,0,,,,,,102863,,10482,0,,,,,,,260520,21555,260520,21555,,,,,,0,,0
"2020-04-03","OH",91,,10,,895,895,,93,288,,,0,,,,,,3312,3312,410,0,,,,,3186,,,0,35811,2945,,,,,,0,35811,2945
"2020-04-03","OK",38,,4,,289,289,171,32,,123,1315,50,,,,,,988,,109,0,,,,,,383,,0,2303,159,,,,,,0,,0
"2020-04-03","OR",21,,3,,188,188,134,34,,,15259,2123,,,5071,,38,826,,90,0,,,,,2239,,,0,7310,1782,,,,,,0,7310,1782
"2020-04-03","PA",102,,12,,852,852,,122,,,53695,5997,,,,,,8420,,1404,0,,,,,,,63756,7562,63756,7562,,,,,62115,7401,,0
"2020-04-03","PR",15,,3,,,,,0,,,2049,445,,,,,,378,,62,0,,,,,,,,0,2427,507,,,,,,0,,0
"2020-04-03","RI",14,,2,,,,77,0,,14,5342,717,,,5769,,6,831,,101,0,,,,,814,,5663,529,5663,529,,,,,6173,818,6583,883
"2020-04-03","SC",31,,0,,241,241,,0,,,5441,0,,,,,,1554,1554,0,0,,,,,,,,0,6995,0,,,,,,0,,0
"2020-04-03","SD",2,,0,,17,17,,0,,,4593,376,,,,,,187,,22,0,,,,,623,69,,0,4667,342,,,,,4780,398,4667,342
"2020-04-03","TN",37,,5,,293,293,625,30,,,,0,,,34772,,,3067,,222,0,,,,,3067,248,,0,37839,3228,,,,,,0,37839,3228
"2020-04-03","TX",90,,20,,,,196,0,,,,0,,,,,,5324,5324,659,0,,,,,11059,38,,0,104371,9067,,,,,,0,104371,9067
"2020-04-03","UT",7,,0,,106,106,,6,,,27952,2521,,,28428,,,1246,,172,0,,,,,1509,,,0,29937,2718,,,,,29399,2651,29937,2718
"2020-04-03","VA",46,,5,,246,246,,38,,,,0,,,,,,2012,,306,0,,2,,,4880,,27646,1964,27646,1964,,19,,,,0,,0
"2020-04-03","VI",,,0,,,,,0,,,154,5,,,,,,38,,5,0,,,,,,29,,0,192,10,,,,,,0,,0
"2020-04-03","VT",17,,0,,45,45,29,0,,,4658,473,,,,,,390,390,31,0,,,,,,15,,0,5380,509,,,,,5048,504,5380,509
"2020-04-03","WA",338,,28,,,,,0,,,,0,,,,,,7439,7439,452,0,,,,,,,103598,5053,103598,5053,,,,,99871,4854,,0
"2020-04-03","WI",37,,6,,487,487,257,26,,117,22377,2060,,,,,,2263,1912,223,0,,,,,,,26043,1904,26043,1904,,,,,,0,,0
"2020-04-03","WV",2,,0,,,,,0,,,,0,,,,,,237,237,20,0,,,,,,,,0,5337,718,,,,,,0,5337,718
"2020-04-03","WY",0,,0,,21,21,,2,,,2704,265,,,3857,,,162,162,12,0,,,,,210,37,,0,4067,404,,,,,,0,4067,404
"2020-04-02","AK",3,,0,,16,16,,1,,,,0,,,,,,149,,8,0,,,,,,,,0,5022,419,,,,,,0,5022,419
"2020-04-02","AL",32,,6,,,,226,0,,,7503,806,,,,,,1233,1233,156,0,,,,,,,,0,8736,962,,,,,8736,962,,0
"2020-04-02","AR",12,,2,,100,100,66,10,,,7880,526,,,,32,23,643,643,59,0,,,,,,47,,0,8523,585,,,,,,0,8523,585
"2020-04-02","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-02","AZ",32,,3,,616,616,,34,,,21111,1466,,,,,,1598,,185,0,,,,,,,,0,32656,2383,0,,,,22709,1651,32656,2383
"2020-04-02","CA",203,,32,,,,1922,0,,816,23809,2037,,,,,,9191,9191,1036,0,,,,,,,,0,33000,3073,,,,,,0,33000,3073
"2020-04-02","CO",97,,17,,710,710,739,90,,,16683,1380,,,,,,3728,,386,0,,,,,,,21795,1589,21795,1589,,,,,20411,1766,,0
"2020-04-02","CT",112,,27,,,,827,0,,,,0,,,19575,,,3824,,267,0,,,,,8240,,,0,27832,2484,,,,,,0,27832,2484
"2020-04-02","DC",12,,1,,,,,0,,,,0,,,,,,653,,67,0,,,,,,173,5070,1222,5070,1222,,,,,,0,,0
"2020-04-02","DE",16,15,3,1,,,56,0,,,4566,551,,,,,,393,,25,0,,,,,437,49,6600,542,6600,542,,,,,,0,,0
"2020-04-02","FL",128,,41,,1123,1123,,174,,,69286,9757,,,,,,7548,,1032,0,,,,,,,71703,8444,71703,8444,,,,,,0,,0
"2020-04-02","GA",163,,24,,1056,1056,,104,,,,0,,,,,,5348,,710,0,,,,,4560,,,0,22970,2632,,,,,,0,22970,2632
"2020-04-02","GU",3,,0,,,,19,0,,2,442,36,,,,,,82,,5,0,,,,,,12,,0,524,41,,,,,,0,,0
"2020-04-02","HI",1,1,0,,15,15,,2,,,10206,1485,,,,,,258,,50,0,,,,,248,69,10656,1338,10656,1338,,,,,,0,,0
"2020-04-02","IA",11,,2,,120,120,74,21,,,8054,750,,,,,,614,614,65,0,,,,,,46,,0,8668,815,,,,,,0,,0
"2020-04-02","ID",9,,0,,49,49,49,3,7,,6613,537,,,,,,668,668,144,0,,,,,,,,0,7282,681,,,,,7282,681,,0
"2020-04-02","IL",157,,16,,,,,0,,,,0,,,,,,7695,,715,0,,,,,,,,0,43656,3272,,,,,,0,43656,3272
"2020-04-02","IN",78,,13,,,,,0,,,13246,1436,,,,,,3039,,474,0,,,,,4182,,,0,29590,2698,,,,,,0,29590,2698
"2020-04-02","KS",13,,3,,138,138,,24,,,6059,648,,,,,,552,,70,0,,,,,,,,0,6611,718,,,,,,0,,0
"2020-04-02","KY",20,,3,,,,,0,,,,0,,,,,,680,,89,0,,,,,,,,0,7900,344,,,,,,0,7900,344
"2020-04-02","LA",310,,37,,,,1639,0,,,41936,2584,,,,,507,9150,9150,2726,0,,,,,,,,0,51086,5310,,,,,,0,,0
"2020-04-02","MA",229,,42,,813,813,,131,,,47642,3642,,,,,,8966,8966,1228,0,,,,,13347,,,0,75574,6004,,,,,,0,75574,6004
"2020-04-02","MD",64,60,12,4,582,582,,60,,,18890,1657,,,,,,2331,2331,346,0,,,,,2806,81,,0,20739,2536,,,,,,0,20739,2536
"2020-04-02","ME",7,,0,,68,68,,5,,,,0,,,,,,376,376,32,0,,,,,458,94,,0,10106,903,,,,,,0,10106,903
"2020-04-02","MI",801,879,125,36,,,,0,,,,0,,,33443,,,21376,20937,1130,0,,,,,15652,,,0,49095,5907,,,,,,0,49095,5907
"2020-04-02","MN",18,,1,,138,138,75,16,38,38,23780,1900,,,,,,1056,1056,83,0,,,,,,,24836,1983,24836,1983,,,,,,0,,0
"2020-04-02","MO",19,,1,,,,,0,,,17849,2003,,,21700,,,1834,1834,253,0,,,,,2700,,,0,24415,2459,,,,,,0,24415,2459
"2020-04-02","MP",1,,0,,,,,0,,,13,13,,,,,,8,8,2,0,,,,,,,,0,21,15,,,,,,0,,0
"2020-04-02","MS",26,,4,,360,360,,28,,,4753,1041,,,,,,1177,,104,0,,,,,,,,0,5930,1145,,,,,,0,,0
"2020-04-02","MT",5,,0,,20,20,,3,,,,0,,,,,,227,,19,0,,,,,,,,0,5188,343,,,,,,0,5188,343
"2020-04-02","NC",16,,6,,,,184,0,,,,0,,,,,,1857,,273,0,,,,,,,,0,31106,3435,,,,,,0,31106,3435
"2020-04-02","ND",3,,0,,28,28,,5,,,4821,470,,,,,,159,159,20,0,,,,,,43,5289,649,5289,649,,,,,5090,612,5321,655
"2020-04-02","NE",5,,1,,,,,0,,,3978,503,,,3862,,,246,,36,0,,,,,216,,,0,4137,718,,,,,4235,542,4137,718
"2020-04-02","NH",5,,1,,73,73,,15,,,6575,497,,,,,,479,,64,0,,,,,,101,,0,7746,1057,,,,,,0,7746,1057
"2020-04-02","NJ",680,537,205,143,,,2000,0,,,33520,3133,,,,,,25590,25590,3335,0,,,,,,,,0,59110,6468,,,,,59110,6468,,0
"2020-04-02","NM",7,,1,,,,31,0,,,14375,727,,,,,,363,,48,0,,,,,,26,,0,14011,771,,,,,,0,14011,771
"2020-04-02","NV",51,,6,,,,,0,,,12588,1069,,,,,,1458,1458,179,0,,,,,,,17623,1548,17623,1548,,,,,,0,16704,1403
"2020-04-02","NY",2373,,432,,,,13383,0,,3396,,0,,,,,,92381,,8669,0,,,,,,,238965,18031,238965,18031,,,,,,0,,0
"2020-04-02","OH",81,,16,,802,802,,123,260,,,0,,,,,,2902,2902,355,0,,,,,2668,,,0,32866,2713,,,,,,0,32866,2713
"2020-04-02","OK",34,,4,,257,257,182,38,,144,1265,17,,,,,,879,,160,0,,,,,,,,0,2144,177,,,,,,0,,0
"2020-04-02","OR",18,,0,,154,154,132,0,,,13136,0,,,3521,,40,736,,46,0,,,,,2007,,,0,5528,1922,,,,,,0,5528,1922
"2020-04-02","PA",90,,16,,730,730,,110,,,47698,5271,,,,,,7016,,1211,0,,,,,,,56194,6667,56194,6667,,,,,54714,6482,,0
"2020-04-02","PR",12,,1,,,,,0,,,1604,195,,,,,,316,,30,0,,,,,,,,0,1920,225,,,,,,0,,0
"2020-04-02","RI",12,,2,,,,72,0,,14,4625,436,,,4994,,6,730,,62,0,,,,,706,,5134,797,5134,797,,,,,5355,498,5700,529
"2020-04-02","SC",31,,5,,241,241,,139,,,5441,408,,,,,,1554,1554,261,0,,,,,,,,0,6995,669,,,,,,0,,0
"2020-04-02","SD",2,,0,,17,17,,5,,,4217,314,,,,,,165,,36,0,,,,,601,57,,0,4325,357,,,,,4382,350,4325,357
"2020-04-02","TN",32,,8,,263,263,656,63,,,,0,,,31766,,,2845,,162,0,,,,,2845,220,,0,34611,2159,,,,,,0,34611,2159
"2020-04-02","TX",70,,12,,,,196,0,,,,0,,,,,,4665,4665,669,0,,,,,10054,38,,0,95304,8975,,,,,,0,95304,8975
"2020-04-02","UT",7,,0,,100,100,,9,,,25431,2202,,,25844,,,1074,,62,0,,,,,1375,,,0,27219,2376,,,,,26748,2324,27219,2376
"2020-04-02","VA",41,,7,,208,208,246,43,,,,0,,,,,,1706,,222,0,,2,,,4550,,25682,2392,25682,2392,,19,,,,0,,0
"2020-04-02","VI",,,0,,,,,0,,,149,23,,,,,,33,,3,0,,,,,,25,,0,182,26,,,,,,0,,0
"2020-04-02","VT",17,,1,,45,45,29,0,,,4185,166,,,,,,359,359,39,0,,,,,,15,,0,4871,209,,,,,4544,205,4871,209
"2020-04-02","WA",310,,28,,,,,0,,,,0,,,,,,6987,6987,462,0,,,,,,,98545,5171,98545,5171,,,,,95017,4907,,0
"2020-04-02","WI",31,,7,,461,461,192,63,,103,20317,1498,,,,,,2040,1730,219,0,,,,,,,24139,1693,24139,1693,,,,,,0,,0
"2020-04-02","WV",2,,1,,,,,0,,,,0,,,,,,217,217,26,0,,,,,,,,0,4619,669,,,,,,0,4619,669
"2020-04-02","WY",0,,0,,19,19,,1,,,2439,221,,,3460,,,150,153,20,0,,,,,203,31,,0,3663,425,,,,,,0,3663,425
"2020-04-01","AK",3,,0,,15,15,,3,,,,0,,,,,,141,,13,0,,,,,,,,0,4603,890,,,,,,0,4603,890
"2020-04-01","AL",26,,13,,,,258,0,,,6697,399,,,,,,1077,1077,96,0,,,,,,,,0,7774,495,,,,,7774,495,,0
"2020-04-01","AR",10,,2,,90,90,56,90,,,7354,1395,,,,32,25,584,584,61,0,,,,,,42,,0,7938,1456,,,,,,0,7938,1456
"2020-04-01","AS",0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0
"2020-04-01","AZ",29,,5,,582,582,,48,,,19645,1563,,,,,,1413,,124,0,,,,,,,,0,30273,2274,0,,,,21058,1687,30273,2274
"2020-04-01","CA",171,,18,,,,1855,0,,774,21772,0,,,,,,8155,8155,673,0,,,,,,,,0,29927,673,,,,,,0,29927,673
"2020-04-01","CO",80,,11,,620,620,698,111,,,15303,1420,,,,,,3342,,376,0,,,,,,,20206,1692,20206,1692,,,,,18645,1796,,0
"2020-04-01","CT",85,,16,,,,766,0,,,,0,,,18064,,,3557,,429,0,,,,,7270,,,0,25348,2230,,,,,,0,25348,2230
"2020-04-01","DC",11,,2,,,,,0,,,,0,,,,,,586,,91,0,,,,,,142,3848,91,3848,91,,,,,,0,,0
"2020-04-01","DE",13,13,1,0,,,51,0,,,4015,319,,,,,,368,,49,0,,,,,353,49,6058,590,6058,590,,,,,,0,,0
"2020-04-01","FL",87,,10,,949,949,,126,,,59529,5244,,,,,,6516,,904,0,,,,,,,63259,8213,63259,8213,,,,,,0,,0
"2020-04-01","GA",139,,28,,952,952,,119,,,,0,,,,,,4638,,709,0,,,,,3713,,,0,20338,428,,,,,,0,20338,428
"2020-04-01","GU",3,,1,,,,19,0,,2,406,35,,,,,,77,,8,0,,,,,,9,,0,483,43,,,,,,0,,0
"2020-04-01","HI",1,1,1,,13,13,,1,,,8721,250,,,,,,208,,4,0,,,,,219,58,9318,488,9318,488,,,,,,0,,0
"2020-04-01","IA",9,,2,,99,99,63,5,,,7304,416,,,,,,549,549,52,0,,,,,,118,,0,7853,468,,,,,,0,,0
"2020-04-01","ID",9,,2,,46,46,49,1,7,,6076,779,,,,,,524,524,110,0,,,,,,,,0,6601,889,,,,,6601,889,,0
"2020-04-01","IL",141,,42,,,,,0,,,,0,,,,,,6980,,986,0,,,,,,,,0,40384,5159,,,,,,0,40384,5159
"2020-04-01","IN",65,,16,,,,,0,,,11810,596,,,,,,2565,,406,0,,,,,3785,,,0,26892,2552,,,,,,0,26892,2552
"2020-04-01","KS",10,,1,,114,114,,35,,,5411,415,,,,,,482,,54,0,,,,,,,,0,5893,469,,,,,,0,,0
"2020-04-01","KY",17,,6,,,,,0,,,,0,,,,,,591,,111,0,,,,,,,,0,7556,746,,,,,,0,7556,746
"2020-04-01","LA",273,,34,,,,1498,0,,,39352,5622,,,,,490,6424,6424,1187,0,,,,,,,,0,45776,6809,,,,,,0,,0
"2020-04-01","MA",187,,34,,682,682,,120,,,44000,3685,,,,,,7738,7738,1118,0,,,,,11943,,,0,69570,5576,,,,,,0,69570,5576
"2020-04-01","MD",52,50,9,2,522,522,,93,,,17233,2365,,,,,,1985,1985,325,0,,,,,2356,,,0,18203,2945,,,,,,0,18203,2945
"2020-04-01","ME",7,,2,,63,63,,6,,,,0,,,,,,344,344,41,0,,,,,413,80,,0,9203,560,,,,,,0,9203,560
"2020-04-01","MI",676,765,125,35,,,,0,,,,0,,,29951,,,20246,19844,1592,0,,,,,13237,,,0,43188,6133,,,,,,0,43188,6133
"2020-04-01","MN",17,,5,,122,122,54,10,27,27,21880,945,,,,,,973,973,57,0,,,,,,,22853,1002,22853,1002,,,,,,0,,0
"2020-04-01","MO",18,,4,,,,,0,,,15846,1232,,,19540,,,1581,1581,254,0,,,,,2402,,,0,21956,2767,,,,,,0,21956,2767
"2020-04-01","MP",1,,0,,,,,0,,,,0,,,,,,6,6,4,0,,,,,,,,0,6,4,,,,,,0,,0
"2020-04-01","MS",22,,2,,332,332,,121,,,3712,175,,,,,,1073,,136,0,,,,,,,,0,4785,311,,,,,,0,,0
"2020-04-01","MT",5,,1,,17,17,,3,,,,0,,,,,,208,,24,0,,,,,,,,0,4845,960,,,,,,0,4845,960
"2020-04-01","NC",10,,2,,,,204,0,,,,0,,,,,,1584,,86,0,,,,,,,,0,27671,2787,,,,,,0,27671,2787
"2020-04-01","ND",3,,0,,23,23,,2,,,4351,220,,,,,,139,139,22,0,,,,,,34,4640,565,4640,565,,,,,4478,536,4666,568
"2020-04-01","NE",4,,1,,,,,0,,,3475,544,,,3187,,,210,,38,0,,,,,175,,,0,3419,417,,,,,3693,582,3419,417
"2020-04-01","NH",4,,1,,58,58,,9,,,6078,415,,,,,,415,,48,0,,,,,,91,,0,6689,449,,,,,,0,6689,449
"2020-04-01","NJ",475,355,111,120,,,2000,0,,,30387,3310,,,,,,22255,22255,3559,0,,,,,,,,0,52642,6869,,,,,52642,6869,,0
"2020-04-01","NM",6,,1,,,,31,0,,,13648,723,,,,,,315,,34,0,,,,,,26,,0,13240,713,,,,,,0,13240,713
"2020-04-01","NV",45,,8,,,,,0,,,11519,838,,,,,,1279,1279,166,0,,,,,,,16075,1249,16075,1249,,,,,,0,15301,1157
"2020-04-01","NY",1941,,391,,,,12226,0,,3022,,0,,,,,,83712,,7917,0,,,,,,,220934,15701,220934,15701,,,,,,0,,0
"2020-04-01","OH",65,,10,,679,679,,94,222,,,0,,,,,,2547,2547,348,0,,,,,2287,,,0,30153,2543,,,,,,0,30153,2543
"2020-04-01","OK",30,,7,,219,219,174,42,,98,1248,19,,,,,,719,,154,0,,,,,,,,0,1967,173,,,,,,0,,0
"2020-04-01","OR",18,,2,,154,154,132,14,,,13136,859,,,1790,,40,690,,84,0,,,,,1816,,,0,3606,1064,,,,,,0,3606,1064
"2020-04-01","PA",74,,11,,620,620,,106,,,42427,4782,,,,,,5805,,962,0,,,,,,,49527,6034,49527,6034,,,,,48232,5744,,0
"2020-04-01","PR",11,,3,,,,,0,,,1409,214,,,,,,286,,47,0,,,,,,,,0,1695,261,,,,,,0,,0
"2020-04-01","RI",10,,2,,,,60,0,,14,4189,645,,,4517,,6,668,,100,0,,,,,654,,4337,440,4337,440,,,,,4857,745,5171,798
"2020-04-01","SC",26,,4,,102,102,,0,,,5033,417,,,,,,1293,1293,210,0,,,,,,,,0,6326,627,,,,,,0,,0
"2020-04-01","SD",2,,1,,12,12,,0,,,3903,294,,,,,,129,,21,0,,,,,574,51,,0,3968,245,,,,,4032,315,3968,245
"2020-04-01","TN",24,,1,,200,200,486,25,,,,0,,,29769,,,2683,,444,0,,,,,2683,137,,0,32452,5092,,,,,,0,32452,5092
"2020-04-01","TX",58,,17,,,,196,0,,,,0,,,,,,3996,3996,730,0,,,,,9091,38,,0,86329,8109,,,,,,0,86329,8109
"2020-04-01","UT",7,,2,,91,91,,18,,,23229,2703,,,23602,,,1012,,125,0,,,,,1241,,,0,24843,2913,,,,,24424,2844,24843,2913
"2020-04-01","VA",34,,7,,165,165,,29,,,,0,,,,,,1484,,234,0,,2,,,4191,,23290,1897,23290,1897,,19,,,,0,,0
"2020-04-01","VI",,,0,,,,,0,,,126,0,,,,,,30,,0,0,,,,,,21,,0,156,0,,,,,,0,,0
"2020-04-01","VT",16,,3,,45,45,30,9,,,4019,180,,,,,,320,320,27,0,,,,,,15,,0,4662,215,,,,,4339,207,4662,215
"2020-04-01","WA",282,,20,,,,,0,,,,0,,,,,,6525,6525,568,0,,,,,,,93374,4962,93374,4962,,,,,90110,4717,,0
"2020-04-01","WI",24,,8,,398,398,,61,,,18819,1444,,,,,,1821,1550,236,0,,,,,,,22446,2057,22446,2057,,,,,,0,,0
"2020-04-01","WV",1,,0,,,,,0,,,,0,,,,,,191,191,29,0,,,,,,,,0,3950,410,,,,,,0,3950,410
"2020-04-01","WY",0,,0,,18,18,,1,,,2218,219,,,3050,,,130,137,21,0,,,,,188,31,,0,3238,316,,,,,,0,3238,316
"2020-03-31","AK",3,,0,,12,12,,2,,,,0,,,,,,128,,10,0,,,,,,,,0,3713,59,,,,,,0,3713,59
"2020-03-31","AL",13,,7,,,,172,0,,,6298,604,,,,,,981,981,122,0,,,,,,,,0,7279,726,,,,,7279,726,,0
"2020-03-31","AR",8,,1,,,,64,0,,,5959,697,,,,,23,523,523,50,0,,,,,,35,,0,6482,747,,,,,,0,6482,747
"2020-03-31","AS",0,,0,,,,,0,,,3,3,,,,,,0,0,0,0,,,,,,,,0,3,3,,,,,,0,3,3
"2020-03-31","AZ",24,,4,,534,534,,56,,,18082,2480,,,,,,1289,,132,0,,,,,,,,0,27999,2441,0,,,,19371,2612,27999,2441
"2020-03-31","CA",153,,20,,,,1617,0,,657,21772,1223,,,,,,7482,7482,1035,0,,,,,,,,0,29254,2258,,,,,,0,29254,2258
"2020-03-31","CO",69,,18,,509,509,574,95,,,13883,1146,,,,,,2966,,339,0,,,,,,,18514,1407,18514,1407,,,,,16849,1485,,0
"2020-03-31","CT",69,,33,,,,608,0,,,,0,,,16744,,,3128,,557,0,,,,,6364,,,0,23118,2127,,,,,,0,23118,2127
"2020-03-31","DC",9,,0,,,,,0,,,,0,,,,,,495,,94,0,,,,,,121,3757,674,3757,674,,,,,,0,,0
"2020-03-31","DE",12,12,1,0,,,57,0,,,3696,1480,,,,,,319,,55,0,,,,,292,22,5468,457,5468,457,,,,,,0,,0
"2020-03-31","FL",77,,14,,823,823,,171,,,54285,6060,,,,,,5612,,852,0,,,,,,,55046,6927,55046,6927,,,,,,0,,0
"2020-03-31","GA",111,,24,,833,833,,126,,,,0,,,,,,3929,,1120,0,,,,,3653,,,0,19910,3685,,,,,,0,19910,3685
"2020-03-31","GU",2,,1,,,,19,0,,2,371,19,,,,,,69,,11,0,,,,,,7,,0,440,30,,,,,,0,,0
"2020-03-31","HI",,,0,,12,12,,0,,,8471,646,,,,,,204,,29,0,,,,,202,49,8830,685,8830,685,,,,,,0,,0
"2020-03-31","IA",7,,1,,94,94,61,20,,,6888,726,,,,,,497,497,73,0,,,,,,33,,0,7385,799,,,,,,0,,0
"2020-03-31","ID",7,,1,,45,45,45,6,6,,5297,901,,,,,,414,414,105,0,,,,,,,,0,5712,1006,,,,,5712,1006,,0
"2020-03-31","IL",99,,26,,,,,0,,,,0,,,,,,5994,,937,0,,,,,,,,0,35225,4779,,,,,,0,35225,4779
"2020-03-31","IN",49,,14,,,,,0,,,11214,1342,,,,,,2159,,373,0,,,,,3394,,,0,24340,2059,,,,,,0,24340,2059
"2020-03-31","KS",9,,1,,79,79,,13,,,4996,442,,,,,,428,,60,0,,,,,,,,0,5424,502,,,,,,0,,0
"2020-03-31","KY",11,,2,,,,,0,,,,0,,,,,,480,,41,0,,,,,,,,0,6810,792,,,,,,0,6810,792
"2020-03-31","LA",239,,54,,,,1355,0,,,33730,3722,,,,,438,5237,5237,1212,0,,,,,,,,0,38967,4934,,,,,,0,,0
"2020-03-31","MA",153,,29,,562,562,,109,,,40315,3274,,,,,,6620,6620,868,0,,,,,10520,,,0,63994,5930,,,,,,0,63994,5930
"2020-03-31","MD",43,42,8,1,429,429,,76,,,14868,1552,,,,,,1660,1660,247,0,,,,,1861,,,0,15258,2054,,,,,,0,15258,2054
"2020-03-31","ME",5,,2,,57,57,,8,,,,0,,,,,,303,303,28,0,,,,,376,68,,0,8643,631,,,,,,0,8643,631
"2020-03-31","MI",551,641,114,33,,,,0,,,,0,,,26334,,,18654,18318,1291,0,,,,,10721,,,0,37055,4883,,,,,,0,37055,4883
"2020-03-31","MN",12,,2,,112,112,56,20,26,26,20935,1423,,,,,,916,916,93,0,,,,,,,21851,1516,21851,1516,,,,,,0,,0
"2020-03-31","MO",14,,1,,,,,0,,,14614,1410,,,17138,,,1327,1327,296,0,,,,,2037,,,0,19189,890,,,,,,0,19189,890
"2020-03-31","MP",1,,1,,,,,0,,,,0,,,,,,2,2,0,0,,,,,,,,0,2,0,,,,,,0,,0
"2020-03-31","MS",20,,4,,211,211,,16,,,3537,548,,,,,,937,,90,0,,,,,,,,0,4474,638,,,,,,0,,0
"2020-03-31","MT",4,,0,,14,14,,4,,,,0,,,,,,184,,13,0,,,,,,,,0,3885,0,,,,,,0,3885,0
"2020-03-31","NC",8,,2,,,,157,0,,,,0,,,,,,1498,,191,0,,,,,,,,0,24884,2082,,,,,,0,24884,2082
"2020-03-31","ND",3,,1,,21,21,,2,,,4131,403,,,,,,117,117,10,0,,,,,,30,4075,207,4075,207,,,,,3942,199,4098,206
"2020-03-31","NE",3,,1,,,,,0,,,2931,347,,,2803,,,172,,27,0,,,,,148,,,0,3002,391,,,,,3111,377,3002,391
"2020-03-31","NH",3,,0,,49,49,,4,,,5663,277,,,,,,367,,53,0,,,,,,56,,0,6240,250,,,,,,0,6240,250
"2020-03-31","NJ",364,267,98,97,,,2000,0,,,27077,1853,,,,,,18696,18696,2060,0,,,,,,,,0,45773,3913,,,,,45773,3913,,0
"2020-03-31","NM",5,,1,,,,24,0,,,12925,679,,,,,,281,,44,0,,,,,,26,,0,12527,1521,,,,,,0,12527,1521
"2020-03-31","NV",37,,5,,,,,0,,,10681,474,,,,,,1113,1113,117,0,,,,,,,14826,1250,14826,1250,,,,,,0,14144,795
"2020-03-31","NY",1550,,332,,,,10929,0,,2710,,0,,,,,,75795,,9298,0,,,,,,,205233,18648,205233,18648,,,,,,0,,0
"2020-03-31","OH",55,,16,,585,585,,110,198,,,0,,,,,,2199,2199,266,0,,,,,1989,,,0,27610,2208,,,,,,0,27610,2208
"2020-03-31","OK",23,,6,,177,177,,24,,83,1229,22,,,,,,565,,84,0,,,,,,,,0,1794,106,,,,,,0,,0
